,Subtype,EPYC,KRT14,LRRC15,OMD,MFAP5,SFRP2,ADAM12,IGKV1-12,COL11A1,FAM180A,FNDC1,GALNT15,POSTN,COL10A1,FIBIN,COL1A1,WT1,COL1A2,CMKLR2,TIMP3,XIRP1,COL3A1,MEDAG,MAGEL2,FN1,COL6A3,IGFL2,ST6GAL2,HSD17B6,GREM1,MUC2,SPINK4,VTN,SLC6A19,APOB,PGC,ITLN1,SLC28A2,GP2,ALB,PSAPL1,PDIA2,REG4,REG1B,A4GNT,C2CD4B,SLC13A2,AKR1C4,SLC19A3,TFF2,MT1H,REG3A,PRAP1,MAP3K20-AS1,SLC39A5,TM4SF20,MT1G,HPN,SH2D6,POU2AF2
s311,Consensus_class_2,-0.0494967514619936,-0.517802391459149,0.333627453306616,0.265959545927228,0.842826136283981,1.65974862684107,0.66406123554654,-0.517802391459149,1.70619193729455,-0.432205008659752,1.47171183921261,-0.169864234210792,1.13810964587713,1.32845340278079,0.216817326718147,4.46724945327446,-0.645609213132765,0.742144478437237,-0.517802391459149,0.661433715938222,-0.641222626108973,2.22990090490447,-0.0533146427210371,-0.108843897742698,2.56022472985281,2.17623924310248,-0.0019147050688691,0.165862097659268,-0.0258236575767312,0.548802579682047,-0.759148209138223,-0.830582209661136,-0.517802391459149,-0.517802391459149,-0.284264963812518,-0.0232824063064657,-0.812993271977264,-0.729853457551095,-0.271561714392892,-0.681660158703903,-0.517802391459149,-0.169864234210792,-2.07802165387507E-05,-0.629033922980895,-0.869354942230326,-0.517802391459149,-0.517802391459149,-0.517802391459149,-0.217766061908145,-0.003448107302497,-0.517802391459149,-0.682399763527921,-0.945114679815176,-0.517802391459149,-0.517802391459149,-0.429354699934674,-0.869706758953914,-0.39467734719329,-0.517802391459149,-0.517802391459149
s312,Consensus_class_2,-0.342163967268957,0.520370878327975,0.234578537871902,2.15015470374348E-08,0.235684953102284,1.35387719135575,1.18961927000429,-0.185494353641971,2.14718566516623,-0.265323983653291,1.12267278286419,-0.536022622642563,1.33922226221694,1.34770880849942,0.0611391014861285,4.05346076314468,-0.101151835753358,1.01581836080666,-0.476230137732081,1.26193309563799,-0.15743345183832,2.64381675568727,-0.208117578508496,-0.138512594896315,3.24960105518666,2.86307265927641,-0.0433469479738327,4.79717601412998E-09,-0.634364162613254,1.5616439287439,-0.778441868437758,-0.836734923385695,-0.695268908665755,-0.743717769998259,-0.26217117863745,-0.4660055884951,-0.912163515267932,-0.68995273965852,-0.774820947358807,-0.715987827919202,-0.625605102334696,0.0684385353908198,-0.719972020885272,-0.656448282650865,-0.991472185678434,-0.574261837584064,-0.743717769998259,-0.246872945378912,-0.232834357784604,-0.0615633713790281,-0.524507727849743,-0.664700206434015,-1.07522912163439,-0.743717769998259,-0.743717769998259,-0.470734528777154,0,-0.386044444965373,-0.743717769998259,-0.506733358426422
s313,Consensus_class_2,-0.0422489356125345,-0.339133664664341,0.459983530399543,0.0611088212646424,7.85433975584724E-08,1.80767540291375,0.996148021782793,-0.192746918884246,1.67997922893727,-0.0000118437923597,1.08287841630797,-0.50456089932865,1.02252994089102,1.3690238054544,0.288180710676971,4.45023896894379,-0.0837231106598491,0.387139878630515,-0.624665424930184,1.26164601888421,-0.0845205788398727,3.14952609367919,-0.278439882019511,-0.739090324820269,2.79329462027631,3.20062894088666,-0.372431754801403,4.05351878360326E-08,-0.653624153338901,0.020454022979024,-0.412585103721215,-0.800929850276644,-0.223027040686451,-0.337226271573142,-0.259954704198667,-0.681967797533486,-0.16151951543248,-0.749419212765658,-6.69550621372398E-05,-0.405029104939191,-0.638467374802942,-0.427022681781752,-0.117596426315936,-0.0002929488601138,-0.954753447338972,-0.435424307202923,-0.514137967248118,-0.574458438866868,-0.228975690445985,-0.012582916184035,-0.58971644189819,-0.0199701598530911,-0.854641718454802,-0.599348656976231,-0.37104770907629,-0.216877438065285,-0.0201301094704016,-0.207977325195374,-0.543122231156165,-0.531858849257494
s314,Consensus_class_2,-0.0464149374897406,-0.602127906656545,1.03853647316302,0.545941304976282,0.915526384464141,2.23686006095021,1.3674566506944,-0.602127906656545,1.82345393320402,-0.340619175350901,1.51310660168805,0.0106387616218941,2.1270194763899,2.56539202903882,0.271306936351705,4.67522978907703,-0.651331916644016,0.208540340900011,-0.255686858223533,1.62929394615256,-0.0685961142962147,3.05921983770811,-0.255686858223533,-0.092728805411895,3.23343982032793,2.4703519786887,-0.358687704986619,0.123200657643535,-0.386671564496959,0.972187785071213,-0.766627310591703,-0.85292092433334,-0.602127906656545,-0.602127906656545,-0.277756123371525,-0.44644147328177,-0.831099968675741,-0.740428510625536,-0.80407289876785,-0.68806172624341,-0.602127906656545,-0.602127906656545,-0.0274609640812636,-0.633611092433984,-0.889058396624737,-0.602127906656545,-0.602127906656545,-0.602127906656545,-0.388416092866975,-0.0051993776998917,-0.602127906656545,-0.448241094297764,-0.968921318158858,-0.602127906656545,-0.255686858223533,-0.179842103930883,-0.893040108964318,-0.400005688323831,-0.602127906656545,-0.602127906656545
s315,Consensus_class_2,-0.342953474216586,-0.345951450940375,1.41754203792583,0.655414585540188,1.49366039246385,2.53421000772832,1.67537819542726,-0.515383075707804,3.20149531847945,-0.0819662749202126,2.30656378190692,0.239871044427303,1.58554837275358,2.57026407963744,0.349679239542639,5.02810752427129,-0.645077334236942,0.0910158753821084,-0.483334060462174,1.88296339858772,-0.286334727799237,3.49821886875561,0.0245248681073411,-0.174019170900589,4.26174405002739,3.229538508,-0.0002495498692831,0.194199791399076,-0.440303007888679,1.37834964534871,-0.288645880107191,-0.779715480109781,-0.714834061049574,-0.575753567982273,-0.240873842446291,-0.423975666998054,-0.598692102615816,-0.739540389872619,-0.293885699702106,-0.381566449425196,-0.634116168673233,-0.582132627498977,-0.195479362787087,-0.661260776971799,-0.821738307396284,-0.714834061049574,-0.575753567982273,-0.690437982909849,-0.352808767179903,-0.0027107561844203,-0.598449341581168,-0.727908778650063,-0.879315023288914,-0.666077296016408,-0.476375049272946,-0.442608513505337,-0.244292174676781,-0.432643305906855,-0.714834061049574,-0.714834061049574
s316,Consensus_class_2,-0.129577253566963,-0.706972069480819,0.660787881124392,0.577951396987396,0.701253004699439,2.52669058432561,0.763313696011261,-0.576817783591503,1.55750018012531,-0.0315431947451491,1.99483985777802,-0.0048898027517469,0.60644579988247,1.9413308103236,0.160704228462108,4.34823645141203,-0.782870518210483,0.706015420681428,-0.539572618215843,0.780970781485519,-0.0759057875954089,2.90006288221859,-0.227486466692189,-0.102286017883628,2.74556246084531,3.05453525752135,-0.0062157196565495,1.16781383529335E-07,-0.384893887499065,0.74641720076015,-0.344724804379598,-0.883000687215987,-0.551114920737056,-0.690145753675008,-0.767604824047075,-0.456793389637045,-0.9087573918156,-0.797393165740431,-0.861509827573851,-6.00746957630028E-07,-0.706972069480819,-0.619684614815252,-0.345177628964807,-0.659997043494902,-0.983127288948955,-0.648281977476203,-0.640386501389375,-0.666417856204012,-0.357155838851658,-0.921267171148466,-0.706972069480819,-0.726153403951777,-1.06780523531016,-0.706972069480819,0.0386821612658088,-0.107759994856072,-0.767600125989203,-0.399988672443915,-0.706972069480819,-0.572244831046202
s317,Consensus_class_2,-0.0357034348183179,-0.6514664792876,5.46088091017255E-08,0.0571581565043315,0.0112307304697008,1.75011857426316,0.827505508040968,-0.645277392436312,1.5680354317488,-0.000538529628312,1.00986705920357,-0.573973785905071,1.94783178573312,1.57936362753367,1.96353237983251E-07,4.95207696633238,-0.120219789896073,0.377636381881522,-0.702781731436084,1.47942583132848,-0.107611821400097,3.18470685214689,-0.364476431594857,-0.132732254331312,3.42659779192262,3.28290879935838,-0.354177181785859,0.0136041251317343,-0.0517500930158451,1.47956080232932E-10,-0.390118646026381,-0.971031729937445,-0.420489748683575,-0.550967643432724,-0.290378484630734,-0.461115972077869,-0.945127083914166,-0.811890862372276,-6.91133372363629E-78,-0.0218280471719692,-0.754415986018087,0.0250546590727728,-0.674089032310442,-3.00637037314205E-75,-0.85034215303808,-0.451030556831799,-0.702781731436084,-0.691209982519427,-0.372501161502211,-0.932765830396528,-0.388740907095478,-1.95967682148022E-12,-1.08543220430425,-0.717886072950629,-0.342204089060042,-0.488270377053829,-5.14301291063688E-75,-0.0276429883039501,-0.584894634245059,-0.639432514562113
s318,Consensus_class_2,-0.0378766516778884,-0.651283712891466,0.906152724080904,0.888843896505637,0.580260969158,2.23729550716459,0.771768093060439,-0.651283712891466,1.3188019087465,-0.30374941147723,1.0305969855017,-0.151585105828569,0.0001327429841751,2.45025348078161,0.371899239716552,4.56086590221256,-0.625542793332917,0.898858167167476,-0.207626423339908,1.66595808710954,-0.680857885029086,2.88835944465204,0.137946065950869,-0.0549770105100626,2.71875244712482,2.10936280262526,-0.265031477488641,0.038352502664511,-0.483177066091796,0.18860702308296,-4.20182764497201E-06,0,-0.651283712891466,-0.379607236073637,-0.558949310174958,-0.0660176240227443,-2.5081788140413E-15,-0.772660066065295,0,-0.0055693703878152,-0.651283712891466,0.61316868288249,-5.90601426138028E-07,0,-0.944993728438833,-0.379607236073637,-0.651283712891466,-0.651283712891466,-0.211756172439322,-0.0050505308578249,-0.379607236073637,-4.79085196403886E-15,-1.03094810435395,-0.651283712891466,0.230628672190926,-0.0930639165806442,0,-0.0040536772268869,-0.651283712891466,-0.379607236073637
s319,Consensus_class_2,-0.304593268212158,-0.833968992048734,0.44958548291841,0.758738272967092,1.15241160999565,2.00344237169799,1.2252381380691,-0.632042498250347,1.96748587259526,-0.0944798377103164,1.63603803585651,-0.0940890697134441,1.86449109580225,1.88562532772245,0.170897212269919,4.06403285443823,-0.0090826296522798,0.525312212475633,-0.718773370071525,1.40599022937595,-0.594456979144492,3.12185867953502,0.316646619271414,-0.166162003792044,3.35752384524378,3.18116665494527,-0.207149220308099,0.107430426505022,-0.274532117216367,0.918030670015929,-0.747279419584,-0.726775642724902,-0.690280010191329,-0.690280010191329,-0.340225809311129,-0.0636215969146751,-0.86965331525293,-0.768341116574785,-0.366689171284183,-0.708864889319877,-0.436917156942308,-0.793211167949363,-0.0102611090639871,-0.652373662114071,-0.909481352887521,-0.727898511036365,-0.732671149134611,-0.665630622414215,-0.149053471591574,-4.38038207105957E-05,-0.75351067266373,-0.700914996164164,-0.371310572210381,-0.73760130202253,-0.415222540482856,-0.43618595694021,-0.437819389438175,-0.388331383501773,-0.81088221724507,-0.785509852091932
s320,Consensus_class_2,-0.034848968281505,-0.511188649862264,3.2680497701317E-08,3.22045657842438E-12,0.760502397726727,1.97782630580039,1.15735495753406,-0.553497289574662,1.71643162005429,-0.0001230433890785,1.45061125634706,-0.29311408407852,0.917491308916095,1.58374682674925,0.112402312235212,4.4516015424759,-0.648242125200459,0.274346358935696,-0.553497289574662,0.485442401077114,-0.223627212457848,2.81745387301145,-0.0968241546304628,-0.196040769019672,2.53549783554526,2.24662476272744,-0.293295312112948,0.0225005982780331,-0.0081279788646688,0.545423870761863,-0.410904248454523,-0.940235245472744,-0.553497289574662,-0.553497289574662,-0.250020757395825,-0.0082647578079772,-0.904700941117192,-0.785303737811087,-0.858457677159547,-0.715962208706481,-0.368240539735548,-0.06860205249072,-2.97448617308998E-05,-0.654154438569211,-0.391686113571472,-0.553497289574662,-0.553497289574662,-0.532324457337688,-0.223202074996857,-0.0418185760887312,-0.4718269958011,-0.718013340770889,-1.0509077375565,-0.261615018308123,-0.466602449490997,-0.460263569570652,-0.28687796062243,-0.424144893579722,-0.553497289574662,-0.532324457337688
s321,Consensus_class_2,-0.345588328004533,-0.928341678875904,0.336053667075164,0.428913087405949,0.544854507501122,2.46509833272789,0.897969681373982,0.115391418205195,2.11798664956639,-0.106673261320194,1.36600096907229,-0.387857686899863,0.887186276041324,2.04393632302999,0.133178800203474,4.75036450096605,-0.10678137773774,0.144475617690736,-0.840844918006766,2.09316876555844,-0.160911427352454,3.98510148941027,-0.416684197189401,-0.830966932223312,3.00633710171141,3.55275146825407,-0.207976328659985,4.15962149086105E-08,-0.054678270837803,0.420769111589252,-0.765589892487876,-0.874409079536745,-0.0019788738807831,-0.427891539880191,-0.32960936417421,-0.480375614389226,-0.186795306758231,-0.790197569608372,-1.67278969888205E-77,-0.118072422904329,-0.796323163128877,-0.311947269458714,-2.50111198249391E-05,0,-0.862591408004389,-0.710377136597433,-0.921282514961973,-0.954196789924631,-0.205225843476588,-0.096760682480783,-0.752877787975108,-1.28268452214295E-78,-1.04938278463097,-0.928341678875904,-0.728608054629823,-0.180439864217874,-6.37359367648612E-11,-0.10474120337231,-0.70842887345767,-0.767251041584551
s322,Consensus_class_2,-0.0732274196171268,-0.593654688671302,1.33726511198983E-07,0.148242640393391,0.343514869877973,1.73678375644934,0.878116794766884,-0.593654688671302,1.24595044414709,-0.0720553528686601,1.23145781028474,-0.210205256278943,0.847849100013314,1.79190781209952,7.2274326109919E-07,4.24309996003134,-0.397709592518748,0.308573642118685,-0.503178924760663,0.721005935279334,-0.678308296275022,2.91953513537798,-0.10871781462403,-0.101246938690215,2.79689162104114,2.72554074026621,-0.257114906224904,8.6759133085832E-10,-0.228394604557724,1.2463541468905,-0.0008760288756497,-5.66914471587605E-08,-0.294356409781371,-0.272789487362747,-0.703112574540437,-0.0618538102515543,-2.65183478246644E-79,-0.223802881229683,-0.444439874408956,-0.435039748895291,-0.305996729981826,-0.24388475351567,-0.0090409388949374,-0.504807392390916,-0.211177879024603,-0.376875474962491,-0.15432913229632,-0.318311880036366,-0.0711074241656363,-0.0263582313355501,-0.345403170217021,-8.10121384790171E-10,-1.06654216564261,-0.262741613018517,0.00711769110057,-0.207940189355093,-4.84610374950034E-08,-0.369061794706687,-0.503178924760663,-0.438363742168372
s323,Consensus_class_2,-0.0659225012494244,0.501821168592658,1.04006689343497E-07,0.0325500284482892,0.425492635996434,1.90718249881301,0.960868247551991,-0.627206134710733,1.77472278837403,-0.0004765830202138,1.43016137473308,-0.3608529497379,1.96531585791463,1.41838843237489,0.0816587339772586,4.52417242472911,-0.656103490014649,0.420228504975663,-0.514816296420152,1.13871210010579,-0.56216980143261,3.1141775193792,-0.0764120763705009,-0.0820463953780277,3.53223736684826,3.02896590892913,-0.356407780445927,0.0683798015519382,-0.333030552785928,0.573450129284338,-0.758964518188454,-0.932547351500904,-0.561720800872531,-0.677361857204026,-0.562337641882289,-0.454570796154047,-0.897959224307568,-0.781029321340902,-4.94985379730864E-14,-6.03731449074921E-06,-0.722327861955413,-0.20073075899505,-0.664079076714393,-8.85790567590483E-15,-0.946580274511683,-0.479520768144345,-0.690519339442597,-0.627206134710733,-0.360245081889376,-0.0535523558965372,-0.627206134710733,-1.29970772299438E-07,-0.236504405488716,-0.667278023925419,-0.3737895403599,-0.427995752841866,-0.153898194801496,-2.12835449104803E-05,-0.644568764219426,-0.627206134710733
s324,Consensus_class_2,-0.332639057173702,-0.455061787659868,0.745833719668784,0.291189717550978,1.28899823134862,1.97305231696705,1.31425892644019,-0.194655190819746,3.08662199974949,-0.154925779718774,1.4415079853259,-0.107747025376023,1.25342616003581,2.17872935951877,0.329158012000272,4.57572430627057,-0.536741950283738,0.181107421609874,-0.471881663636471,1.57519533651173,-0.691571858365139,3.21185659218636,-0.254669827230434,-0.0349717108024157,3.73459470271985,3.18874225486388,-5.8617641478601E-05,0.034544098444624,-0.603202073346475,1.45666486334682,-0.314488162882902,-0.765351534092208,-0.631781291520585,-0.658320007001055,-0.560978244431837,-0.442332261599088,-0.751684026200595,-0.798368609532594,-0.873732252057225,-0.724356957152542,-0.563019928119558,-0.51202752178975,-2.79166780354675E-06,-0.0641176517133144,-0.960229531032134,-0.384866480956596,-0.414905597283035,-0.334054245848624,-0.210481970623034,-3.90191833112947E-06,-0.480974754344966,-0.726816678172665,-1.02686469895421,-0.500926309618672,-0.077081851944359,-0.0283574687521071,-4.76230716351712E-09,-0.383973324728877,-0.529304369657636,-0.461592457782483
s325,Consensus_class_2,-0.0665798038520386,-0.0977869465580949,1.96019978003776,0.745322475374523,1.09597609769254,2.16903346182138,1.98435952346572,-0.792459627884642,3.446938115779,-0.419648946854715,1.97662935392198,0.153918463608187,3.32898170612232,2.93887184829637,0.688106650572577,4.87471728664844,-0.479387719579806,0.0370265371431048,-0.346654802249856,2.05099960803832,-0.669067485084288,4.45101690475349,-0.253542183956636,-0.0815197016230733,4.74868531049956,4.11905100648625,-0.0002194242186344,0.314032446612835,-0.0005798087660558,2.19810948180503,-1.08030273889658,-0.817778360484011,-0.894141561384858,-0.876968832363248,-0.283351759114836,-0.437760762632355,-0.786900169138437,-0.748008126160573,-0.79831484098403,-0.678070117591781,-0.876968832363248,-0.842972227186923,-0.747870176928755,-0.63695537028963,-0.931776415004265,-0.876968832363248,-0.935655713912705,-0.894141561384858,-0.357319368049816,-0.280886311211084,-0.894141561384858,-0.693769317911657,-0.984957950982044,-0.876968832363248,-0.863807361507072,-0.422776770412786,-0.810926583431139,-0.248213457265626,-0.894141561384858,-0.770560586805333
s326,Consensus_class_2,-0.345120601109315,0.218248919117017,1.15388014474697,0.738367392465872,0.778191480048086,2.33356998357776,1.09647320180536,-0.731124617159681,2.36276911593405,-0.150762112692132,1.04209277040051,-0.288168756848274,0.800643733941252,2.69661870171811,0.363297942828644,4.57720631933445,-0.650988863250619,0.11300294204508,-0.496955917562034,1.48102661742774,-0.0262705887561923,3.60025403088886,-0.496955917562034,-0.036229805132487,2.40821507864252,2.64461571411487,-0.359573488527918,0.138312182129767,-0.46046034562414,0.586244295705095,-0.806179194324982,-7.48856902253031E-10,-0.496955917562034,-0.243771013764375,-0.500140101341675,-0.414235566131212,-0.0760342380942998,-0.796422207591344,-0.871474603309596,-0.436835605973616,-0.731124617159681,-0.340867958036178,-0.0009222084602771,-0.659522779652847,-0.981713618335393,-0.406534773474781,-0.731124617159681,-0.496955917562034,-0.213413226195662,-0.0001043037551391,-0.731124617159681,-0.725494159691634,-1.06652416909901,-0.731124617159681,-0.340867958036178,-0.151798901060328,-0.71225155891531,-0.267839620770671,-0.731124617159681,-0.496955917562034
s327,Consensus_class_2,-0.0746242398922375,0.192472327536769,0.371731604541595,1.90648857154225E-10,0.390085840069109,1.57333979194022,0.85966081114183,-0.537857640805665,1.91679283850273,-0.0011646103609079,0.881731462063108,-0.228104229354425,0.679625989057222,1.86319665639832,0.0062038141552075,4.43690309706805,-0.103194331525459,1.09232989255369,-0.399384271207711,1.6284979727228,-0.679945133634138,2.58407705966588,-0.0185343520436379,-0.0587889400050067,3.5031874943083,2.96866772935557,-0.359108780249691,7.23381800303132E-08,-0.593919468480655,0.731082645705458,-0.721189323385804,-0.84216640585452,-0.382653284714295,0.0261545392086595,-0.323009206574675,-0.0050347958127929,-0.135830862389036,-0.687310878563688,-0.379902303593993,-0.453849502694016,-0.428926086902704,-0.172170091810249,-0.347583609146989,-0.534330547059734,-0.893999689133623,-0.159933121294823,-0.412430153024491,-0.334634209244383,-0.111701189930285,-0.930002898813044,-0.312419398920825,-1.77057860495806E-79,-4.33262731964776E-06,-0.274902970621158,-0.0939720779619874,-0.0996523299672899,-0.246691699567743,-2.75431610839317E-05,-0.484887518988459,-0.371059793834861
s328,Consensus_class_2,-0.168215430017115,-0.308782809394065,0.591789837184959,0.251708068694904,0.874391142024895,1.665871514686,1.41571251064431,-0.632516726325894,2.79147166914212,-0.102906220085809,1.49766423993861,-0.222855750881903,2.70713599725146,2.34585075647421,0.186843547668025,3.92359258798359,-0.803376236494837,0.289743916774052,-0.482168745027448,1.1733821223471,-4.47820644065248E-08,3.24696951472374,0.001510291575331,-0.104493863109751,4.52218519446003,3.24383880562342,-0.19130416652475,0.128849835306828,-0.548117582444573,1.35570671441015,-0.435974048919946,-0.865133203700748,-0.66746326641137,-0.66746326641137,-0.30229674329618,-0.430115387437022,-0.872288399406069,-0.746321257579103,-0.777525226528214,-0.691654105319984,-0.610048589314206,-0.576859039128968,-0.708958268239573,-0.636206590371569,-0.932465893529303,-0.632516726325894,-0.702509447405888,-0.597766947050926,-0.383748186023327,-0.105155616498346,-0.66746326641137,-0.692701555727179,-0.964791921305282,-0.632516726325894,-0.702509447405888,-0.438334996930607,-0.800242013584908,-0.263705446214557,-0.66746326641137,-0.516207390596643
s329,Consensus_class_2,-0.0673805200632726,0.669526098540957,0.62643676381947,2.78447501947755E-09,1.40361998770456E-07,1.78315838147574,0.775078382577907,-0.565363485204794,1.79618183120338,-0.15054793725429,0.835296587018477,-0.407353347798297,2.13873737784837,1.4177657075171,6.05052916883708E-07,4.332368116871,-0.10251883723268,1.25787332709584,-0.413154108755706,0.90286351221849,-0.137961790632922,2.91745067437087,-0.354942887962426,-0.162849011592108,3.43705587155602,3.08562070765444,-0.112251263497348,1.07996218654493E-07,-0.190481456162937,0.560821396042531,-0.0475570522686636,-0.735318471552116,-0.534512440022826,-0.419211118300391,-0.275803373427631,-0.139093843444147,-0.885467282715595,-0.752289100311403,-0.74431056016875,-0.689992834146491,-0.534512440022826,-0.45487930778803,-0.691421844997448,-0.638867078841114,-0.910405254835256,-0.432236379325661,-0.565363485204794,-0.534512440022826,-0.37650842249852,-0.230080951095425,-0.468300053450548,-0.696489811283609,-0.99362446748702,-0.484017287575528,-0.478449746704396,-0.453346383383793,-0.2230515050466,-0.244512115630852,-0.534512440022826,-0.521758474993164
s330,Consensus_class_2,-0.109307813217148,-0.192912266303841,1.07139709077499,6.67162650994549E-10,0.541093928290139,1.68182164394066,1.60979906094172,-0.679733761021828,2.92272269356653,-0.076263411352371,1.53028405253701,-0.491756976860542,2.61088188611191,2.4254393850971,0.294143797609297,5.0524662969137,-0.692470428893896,0.105151800681518,-0.452353135800227,2.55759224038267,-0.688129255762371,3.53943512204691,-0.334372325697055,-0.319005414665914,4.76115944123815,3.72223273182865,-0.359323257009778,0.211472249732953,-0.637859135245872,1.22331205143979,-0.720906673568391,-0.858495659949328,-0.68853386657721,-0.698984424456964,-0.273275415644999,-0.822347893961442,-0.864359824416186,-0.760266724596949,-0.828449162276054,-0.71091755911482,-0.74558114445442,-0.698984424456964,-0.80906147384182,-0.650383221526393,-0.924276166236729,-0.646997456335891,-0.71261966627488,-0.71261966627488,-0.232671681845713,-0.601015419132795,-0.542622992651506,-0.701601152069212,-1.00901194097895,-0.71261966627488,-0.71261966627488,-0.446061090046324,-0.0046975045728338,-0.260358936351163,-0.71261966627488,-0.641704076207438
s331,Consensus_class_2,-0.264685032429602,-0.519550714615117,1.11698248623057,4.83613695547276E-09,0.831333751523456,1.3756184209566,1.5849860260454,-0.679063199998771,2.86213381003045,-0.296971865979303,1.49294350740861,0.125599808434713,2.33495244381894,2.4214085086712,0.330925355652658,3.37045665548029,-0.650937647753695,0.0326799205522707,-0.625684571326653,1.79359007242613,-0.0037602451466034,4.18157415016826,-0.0827994810775145,-0.0756951698664665,3.99665526734087,3.52504348579872,-0.240965332246049,0.127223158401581,-0.633526558742965,1.50766435953936,-0.275254271841579,-0.874457912672991,-0.718260063836152,-0.541685450634562,-0.283290253453182,-0.130004104695903,-0.862635388435021,-0.714126890211716,-0.792877533576371,-0.710017950269491,-0.718260063836152,-0.616386923156486,-0.0559171565717267,-0.64670452801736,-0.963481320492616,-0.35580927676436,-0.718260063836152,-0.63565527203789,-0.231342453737586,-0.0074164444470655,-0.718260063836152,-0.704029363865078,-0.849464569510276,-0.487805170698222,-0.658335476560493,-0.0443011437771767,-0.772682688790602,-1.04974424805609E-08,-0.706201574509993,-0.68712291135244
s332,Consensus_class_2,-0.0332286677188552,0.298163137862527,2.6594918560503E-08,2.1882327164873E-12,0.40862315343779,1.74934332446909,0.711366693508595,-0.527547804236412,1.83529868647346,-0.2290908914881,1.36255858216598,-0.47251682480921,1.09236802758991,1.68300749322523,0.11835108365213,4.14564512416775,-0.0803902780763643,0.802881366453861,-0.302589189458384,1.30758582673821,-0.296769978157496,3.07911004888832,-0.157520589425756,-0.120701042741459,3.66216738054521,3.00665992038516,-0.137483964735112,1.74183632449421E-07,-0.0069498798274966,1.01910501793981,-0.316306935765083,-0.8447769758572,-0.527547804236412,-0.651632344468375,-0.261884229798805,-0.469513998566651,-0.915713766705775,-0.792376110111155,-0.866761123770844,-0.455450799119764,-0.651632344468375,-0.352640710520096,-0.100518660055943,-0.543259968442601,-0.97574844603587,-0.431962352067133,-0.651632344468375,-0.571659751353105,-0.351983226213514,-0.0561238733463474,-0.292311980541137,-0.379278261780985,-0.874980110138162,-0.651632344468375,-0.45864764325306,-0.215234829519471,0,-0.393723558834036,-0.651632344468375,-0.651632344468375
s333,Consensus_class_2,-0.253819911516745,-0.508380002703122,0.0778261950751786,4.2652160148925E-10,1.33133543213031E-07,0.71787042837809,0.493085537638173,-0.203129330012682,1.05858308524087,-0.0009920557802065,0.96038701348021,-0.306198300302831,0.845697604904646,1.16442110950591,0.0220921254519957,4.37939294976171,-0.0383938963306669,0.578132664209194,-0.489777652871335,0.717839832041677,-0.0483177589555841,2.93464393188356,-0.361466674608176,-0.144854749389046,2.38492833586182,3.16482797836143,-0.0010599518928593,1.98219935510108E-07,-0.656998453442732,1.79161819447166,-0.096387589379655,-0.486292752383288,-0.465438083925535,-0.340545528047616,-0.302760252206818,-0.0014907192451145,-0.328833211727055,-0.72139520129432,-2.53613524250629E-12,-0.677652911147057,-0.378175529081706,-0.138448803489061,-0.281838881400564,-0.0256700033940804,-0.350527516290612,-0.427916164144282,-0.381158427313893,-0.508380002703122,-0.565580574698133,-0.0028210551825501,-0.427916164144282,-0.294388950695074,-1.03356505787084,-0.508380002703122,-0.297884443299974,-0.433340454199806,-0.0037795359295558,-0.279309139451242,-0.495114450928024,-0.465438083925535
s334,Consensus_class_2,-0.0268934191475442,-0.708399211085529,0.142880078472389,0.455017820552966,0.813387856571685,2.19562598420998,0.861640009527851,0.340558473139388,1.74141677932041,-0.0014405707320127,2.07479217087085,-0.346772119286587,1.67958456011313,1.7416271770456,0.125263731058271,4.94982435068848,-0.068744962971643,0.117132381213589,-0.817843589538512,1.11429422614397,-0.0702587099975612,3.80912445328527,-0.0691753907881155,-0.162574451807766,3.07036842959768,3.01940927553822,-0.0043938904226517,0.0257639041338644,-0.0207900261168456,2.55038352266225E-09,-0.0605563154394846,-1.10500757352603,-0.625122975332677,-0.629770209218279,-0.337680527013582,-0.0584652085137383,-0.231873218733665,-0.679224814551159,-4.59967300110492E-08,-0.662677894651169,-0.603536101577448,0.129916812962902,-6.55697577783567E-05,-0.617469059650122,-0.8397464001919,-0.469181138752925,0.119771344485463,-0.652446239126299,-0.0968768484820221,-0.0035231266721093,-0.513670056370922,-0.369194401390591,-3.40302198930045E-07,-0.675861507096103,0.272419383548595,-3.10592725000127E-06,0,-0.276223732165426,-0.689258736412598,-0.597516891983388
s335,Consensus_class_2,-0.0712047940991591,-0.560972004482249,0.491849449660996,0.303190373143486,0.579296257315156,1.89330161589912,0.7506882120016,-0.439639910652312,2.29371020386463,-0.0003442127184027,1.28034283667544,-0.347622528499134,1.21209433258426,2.30334300488975,3.20924670089437E-07,3.49494188829407,-0.649170387748355,2.0327163990816,-0.41068006565339,1.38389062542,-0.698118982917788,2.50051162431305,-0.505968235128469,-0.0768848682853846,3.25393371740156,2.77198858405567,-0.358894534185264,8.7751727476E-08,-0.735171022490219,0.696725147945212,-0.458196540525012,-0.859377236016541,-0.581809705116606,-0.579262585926562,-0.195637821539692,-0.455429349866343,-0.796418777226967,-0.788399991849643,-7.55401627662009E-14,-0.203701577081668,-0.511578020624453,-0.236191534576902,-3.22178475314078E-06,-1.37259454148163E-10,-0.976257722794601,-0.569705365784791,-0.621280528096244,-0.589919433510082,-0.223355576909784,-0.0174458286267806,-0.517406677819643,-0.0005632630870652,-0.334008486328562,-0.644186061318671,-0.266785493095662,-0.130876001746848,-0.0009596393423117,-0.682450149117289,-0.581809705116606,-0.556856678099985
